Trade,Origin region,Destination region,Origin country,district,req ETD wk ,Cust. Code,Carrier (Std),Contract #,BR:1st Vessel,BR:1st Voyage #,Bkg Party # ,TMS #,Booking Status,Exception?,BR:PRE,BR:POL,BR:POD,BR:DEL,Move Type,BR:Req. ETD,BC:ETD POL,BR:Eqp.,BR:Eqp. Cnt,BC:Eqp.,BC:Eqp. Cnt,BC:Release Date,BC:Version,BR:Req. FEU,BC:Conf. FEU,BC: CY Cut-off Date,BC: CY Cut-off Time,BC: VGM Cut-off Date,BC: VGM Cut-off Time,BC: SI Cut-off Date,BC: SI Cut-off Time,BC:1st ETD POL,BC:1st ETA POD,BC:1st Release Date,BC:Released,BR:2nd Vessel,BR:2nd Voyage #,Consignee,Region,Bkg Type,Shipper Bkg Linked?,CRD,Date between BR creattion / ETD req,Check,x4,x5,x6,x7,x8,x9
AP > NA,AP,NA,CN,CN E.,28,HOD,COSU,SSM25008,COSCO FRANCE,055E,TSL202306270827,185328992,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,09-Jul,09-Jul,40GPx2,2,40GPx2,2,28-Jun,1,2,2,,,,,,,09-Jul,,28-Jun,Yes,,,Home Depot,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,STA,COSU,SSM25008,COSCO FRANCE,055E,TSL202306270828,185329008,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,09-Jul,09-Jul,40GPx1,1,40GPx1,1,28-Jun,1,1,1,,,,,,,09-Jul,,28-Jun,Yes,,,Starbucks,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,STA,COSU,SSM25008,COSCO FRANCE,055E,TSL202306270826,185329053,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,09-Jul,09-Jul,40HCx1,1,40HCx1,1,28-Jun,1,1.125,1.125,,,,,,,09-Jul,,28-Jun,Yes,,,Starbucks,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,STA,COSU,SSM25008,COSCO FRANCE,055E,TSL202306270835,185329089,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,09-Jul,09-Jul,40GPx1,1,40GPx1,1,28-Jun,1,1,1,,,,,,,09-Jul,,28-Jun,Yes,,,Starbucks,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,WAL,COSU,SSM25008,COSCO FRANCE,055E,TSL202306270836,185329195,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,09-Jul,09-Jul,40HCx1,1,40HCx1,1,28-Jun,1,1.125,1.125,,,,,,,09-Jul,,28-Jun,Yes,,,Walmart,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,WAL,COSU,SSM25008,COSCO FRANCE,055E,TSL202306270837,185329209,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,09-Jul,09-Jul,40HCx1,1,40HCx1,1,28-Jun,1,1.125,1.125,,,,,,,09-Jul,,28-Jun,Yes,,,Walmart,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,CTI,HDMU,CA235001,YM TIPTOP,0011E,HKGM91337800,185155441,Canceled by requestor,N,CNYTN,CNYTN,CAVAN,CAVAN,CYP/CYP,10-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Canadian Tire,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,CTI,HDMU,CA235001,YM TIPTOP,0011E,HKGM92110700,185155443,Canceled by requestor,N,CNYTN,CNYTN,CAVAN,CAVAN,CYP/CYP,10-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Canadian Tire,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,CTI,HDMU,CA235001,YM TIPTOP,0011E,HKGM23244400,185155444,Canceled by requestor,N,CNYTN,CNYTN,CAVAN,CAVAN,CYP/CYP,10-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Canadian Tire,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,28,COS,COSU,SSM25008,CSCL YELLOW SEA,051E,6359719530,185158362,Confirmed,Y,VNHPH,VNHPH,USLGB,USLAX,CYP/CYP,10-Jul,08-Jul,40HCx1,1,40HCx1,1,29-Jun,3,1.125,1.125,,,,,,,09-Jul,05-Aug,23-Jun,Yes,,,Costco,Vietnam,Direct,Yes,,,-6,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NEW,CMDU,89-0000,,,XIA1171993,185209998,Confirmed,Y,CNXMN,CNXMN,USSAV,USXFS,CYP/CYP,10-Jul,10-Jul,40GPx1,1,40HCx1,1,26-Jun,1,1,1.125,,,,,,,10-Jul,13-Aug,26-Jun,Yes,,,Newell Brands Distribution,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,BBY,COSU,HOI23500,COSCO NETHERLANDS,058E,6359789940,185216055,Confirmed,N,CNNSA,CNNSA,USLGB,USLGB,CYP/CYP,10-Jul,10-Jul,40HCx4,4,40HCx4,4,25-Jun,1,4.5,4.5,,,,,,,10-Jul,28-Jul,25-Jun,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,BBY,OOLU,PE2508,COSCO NETHERLANDS,058E,2141493590,185217284,Confirmed,N,CNNSA,CNNSA,USLGB,USLGB,CYP/CYP,10-Jul,10-Jul,40HCx4,4,40HCx4,4,25-Jun,1,4.5,4.5,,,,,,,10-Jul,28-Jul,25-Jun,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,28,BBY,HDMU,CA235001,,,TBD,185238773,Canceled by carrier,N,VNSGN,VNSGN,CAVAN,CAVAN,CYP/CYP,10-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,28,BBY,HDMU,CA235001,,,TBD,185238937,Canceled by carrier,N,VNSGN,VNSGN,CAVAN,CAVAN,CYP/CYP,10-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > EU,AP,EU,VN,VN S.,28,HMH,MAEU,90-0080,MAERSK JAIPUR,328S,228694633,185240575,Confirmed,N,VNSGN,VNSGN,DEBRV,DEHBO,CYP/D,10-Jul,10-Jul,40HCx1,1,40HCx1,1,26-Jun,2,1.125,1.125,,,,,,,10-Jul,09-Aug,26-Jun,Yes,MARGRETHE MAERSK,325W,H&M Home,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,28,BBY,HDMU,CA235001,YM TIPTOP,0011E,HANM35473600,185252169,Confirmed,N,VNHPH,VNHPH,CAVAN,CAVAN,CYP/CYP,10-Jul,10-Jul,40HCx1,1,40HCx1,1,26-Jun,1,1.125,1.125,,,,,,,10-Jul,31-Jul,26-Jun,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,28,BBY,HDMU,CA235001,YM TIPTOP,0011E,HANM31445900,185252304,Confirmed,N,VNHPH,VNHPH,CAVAN,CAVAN,CYP/CYP,10-Jul,10-Jul,40HCx1,1,40HCx1,1,26-Jun,1,1.125,1.125,,,,,,,10-Jul,31-Jul,26-Jun,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > EU,AP,EU,VN,VN S.,28,HMH,MAEU,90-0080,MAERSK JAIPUR,328S,228809095,185427939,Confirmed,N,VNSGN,VNSGN,DEBRV,DEHBO,CYP/D,10-Jul,10-Jul,40HCx1,1,40HCx1,1,29-Jun,1,1.125,1.125,,,,,,,10-Jul,09-Aug,29-Jun,Yes,MARGRETHE MAERSK,325W,H&M Home,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,NEW,MSCU,25-970GA,MSC ISTANBUL,327N,181AY0232716505D1,185646551,Confirmed,N,CNYTN,CNYTN,USLGB,USKCK,CYP/D,10-Jul,09-Jul,40GPx1,1,40GPx1,1,05-Jul,1,1,1,,,,,,,09-Jul,,05-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,BBY,OOLU,PE2508,COSCO BELGIUM,064E,2141680160,185747214,Confirmed,Y,CNNKG,CNNKG,USLGB,USLGB,CYP/CYP,10-Jul,18-Jul,40HCx1,1,40HCx1,1,06-Jul,1,1.125,1.125,,,,,,,10-Jul,31-Jul,06-Jul,Yes,,,Best Buy,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NEW,CMDU,89-0000,COSCO FRANCE,055E,CHN0388437,185211588,Confirmed,Y,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,11-Jul,11-Jul,40HCx1,1,40GPx1,1,25-Jun,1,1.125,1,,,,,,,11-Jul,,25-Jun,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,28,BBY,MSCU,25-970GA,MAERSK ANTARES,328N,339IN2322730,185239275,Confirmed,Y,VNSGN,VNVUT,USLAX,USLAX,CYP/CYP,11-Jul,15-Jul,40HCx1,1,40HCx1,1,29-Jun,1,1.125,1.125,,,,,,,15-Jul,,29-Jun,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,NEW,CMDU,89-0000,CMA CGM LEO,0TXF3E1MA,ZSN0576669,185376437,Confirmed,Y,CNJMN,CNNSA,USLAX,USLAX,CYP/CYP,11-Jul,14-Jul,40GPx1,1,40GPx1,1,28-Jun,1,1,1,,,,,,,14-Jul,30-Jul,28-Jun,Yes,,,Newell Brands Distribution,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,TES,CMDU,89-0000,COSCO FRANCE,055E,TBD,185389163,Canceled by carrier,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,11-Jul,,40HCx2,2,,,,,2.25,,,,,,,,,,,No,,,Tesla,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NEW,CMDU,89-0000,EVER FOCUS,1117015E,CHN0400799,185404798,Confirmed,N,CNSHA,CNSHA,USSAV,USXFS,CYP/D,11-Jul,11-Jul,40HCx4,4,40HCx4,4,30-Jun,1,4.5,4.5,,,,,,,11-Jul,,30-Jun,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,BBY,OOLU,PE2508,COSCO FRANCE,055E,OOLU2721495000,185430971,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,11-Jul,11-Jul,40HCx11,11,40HCx11,11,30-Jun,1,12.375,12.375,,,,,,,11-Jul,,30-Jun,Yes,,,Best Buy,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,28,HOD,COSU,SSM25008,CSCL YELLOW SEA,051E,6360434420,185636800,Confirmed,N,VNSGN,VNVUT,USLGB,USLGB,CYP/CYP,11-Jul,10-Jul,40HCx1,1,40HCx1,1,08-Jul,2,1.125,1.125,,,,,,,11-Jul,05-Aug,04-Jul,Yes,,,Home Depot,Vietnam,Direct,Yes,,,-4,,,,,,
AP > NA,AP,NA,VN,VN S.,28,COS,COSU,SSM25008,CSCL YELLOW SEA,051E,6360434430,185636944,Confirmed,N,VNSGN,VNVUT,USLGB,USLGB,CYP/CYP,11-Jul,10-Jul,40HCx1,1,40HCx1,1,08-Jul,2,1.125,1.125,,,,,,,11-Jul,05-Aug,04-Jul,Yes,,,Costco,Vietnam,Direct,Yes,,,-4,,,,,,
AP > NA,AP,NA,VN,VN S.,28,COS,COSU,SSM25008,CSCL YELLOW SEA,051E,6360434490,185637045,Confirmed,N,VNSGN,VNVUT,USLGB,USLGB,CYP/CYP,11-Jul,10-Jul,40HCx1,1,40HCx1,1,08-Jul,2,1.125,1.125,,,,,,,11-Jul,05-Aug,04-Jul,Yes,,,Costco,Vietnam,Direct,Yes,,,-4,,,,,,
AP > NA,AP,NA,VN,VN S.,28,COS,COSU,SSM25008,CSCL YELLOW SEA,051E,6360434450,185637112,Confirmed,N,VNSGN,VNVUT,USLGB,USLGB,CYP/CYP,11-Jul,10-Jul,40HCx1,1,40HCx1,1,08-Jul,2,1.125,1.125,,,,,,,11-Jul,02-Aug,04-Jul,Yes,,,Costco,Vietnam,Direct,Yes,,,-4,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NEW,CMDU,89-0000,,,XIA1167987,185209672,Confirmed,N,CNXMN,CNXMN,USLAX,USKCK,CYP/CYP,12-Jul,12-Jul,"40GPx1, 40HCx3",4,"40GPx1, 40HCx3",4,25-Jun,1,4.375,4.375,,,,,,,12-Jul,30-Jul,25-Jun,Yes,,,Newell Brands Distribution,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,28,TES,COSU,SSM25008,BEIJING,098E,6360014410,185334944,Confirmed,Y,VNSGN,VNVUT,USLGB,USLGB,CYP/CYP,12-Jul,22-Jul,40HCx1,1,40HCx1,1,25-Jul,5,1.125,1.125,,,,,,,14-Jul,08-Aug,28-Jun,Yes,,,Tesla,Vietnam,Direct,Yes,,,-27,,,,,,
AP > NA,AP,NA,VN,VN S.,28,TES,EGLV,SC50089,CMA CGM ADONIS,1TU28E1MA,235300725295,185335044,Confirmed,Y,VNSGN,VNTOT,USLAX,USLAX,CYP/CYP,12-Jul,04-Aug,40HCx1,1,40HCx1,1,10-Jul,2,1.125,1.125,,,,,,,22-Jul,14-Aug,07-Jul,Yes,,,Tesla,Vietnam,Direct,Yes,,,-3,,,,,,
AP > NA,AP,NA,IN,IN S.,28,TGT,ONEY,HAM0026,,,Received,185695421,Canceled by requestor,N,INMAA,INMAA,USSAV,USSAV,CYP/CYP,12-Jul,,20GPx1,1,,,,,0.5,,,,,,,,,,,No,,,Target,India,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,BBY,COSU,HOI23500,COSCO NETHERLANDS,058E,6359789010,185216294,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40RFx1,1,40RFx1,1,25-Jun,1,1.125,1.125,09-Jul,15:00,08-Jul,12:30,08-Jul,12:30,13-Jul,28-Jul,25-Jun,Yes,,,Best Buy,S.China,Direct,Yes,05-Jul, 18.00 ,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,BBY,COSU,HOI23500,COSCO NETHERLANDS,058E,6359788710,185216100,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx1,1,40HCx1,1,25-Jun,1,1.125,1.125,,,,,,,13-Jul,28-Jul,25-Jun,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,NIK,OOLU,PE2508,COSCO NETHERLANDS,058E,2141493140,185216697,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx6,6,40HCx6,6,25-Jun,1,6.75,6.75,,,,,,,13-Jul,28-Jul,25-Jun,Yes,,,Nike,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NEW,CMDU,89-0000,EVER FOCUS,1117015E,NGP0363643,185248031,Confirmed,N," - , ",CNNGB,USSAV,USXFS,CYP/D,13-Jul,13-Jul,40HCx2,2,40HCx2,2,26-Jun,1,2.25,2.25,,,,,,,13-Jul,22-Aug,26-Jun,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NEW,CMDU,89-0000,EVER FOCUS,1117015E,NGP0363608,185248586,Confirmed,N," - , ",CNNGB,USSAV,USXFS,CYP/D,13-Jul,13-Jul,40HCx3,3,40HCx3,3,26-Jun,1,3.375,3.375,,,,,,,13-Jul,22-Aug,26-Jun,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NEW,CMDU,89-0000,EVER FOCUS,1117015E,NGP0363599,185248623,Confirmed,N," - , ",CNNGB,USSAV,USXFS,CYP/D,13-Jul,13-Jul,40HCx3,3,40HCx3,3,26-Jun,1,3.375,3.375,,,,,,,13-Jul,22-Aug,26-Jun,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NEW,CMDU,89-0000,EVER FOCUS,1117015E,NGP0363569,185248633,Confirmed,N," - , ",CNNGB,USSAV,USXFS,CYP/D,13-Jul,13-Jul,40HCx2,2,40HCx2,2,26-Jun,1,2.25,2.25,,,,,,,13-Jul,22-Aug,26-Jun,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,COS,MAEU,90-0090,MSC ISTANBUL,327N,292860036,185250155,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40GPx1,1,40GPx1,1,27-Jun,1,1,1,,,,,,,13-Jul,,27-Jun,Yes,,,Costco,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,TES,MAEU,90-0090,MSC ISTANBUL,327N,292860039,185250254,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx4,4,40HCx4,4,27-Jun,1,4.5,4.5,,,,,,,13-Jul,,27-Jun,Yes,,,Tesla,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,STA,MAEU,90-0090,MSC ISTANBUL,327N,292860037,185250344,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40RFx1,1,40RFx1,1,27-Jun,1,1.125,1.125,,,,,,,13-Jul,,27-Jun,Yes,,,Starbucks,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,STA,MAEU,90-0090,MSC ISTANBUL,327N,292860038,185250402,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx2,2,40HCx2,2,27-Jun,1,2.25,2.25,,,,,,,13-Jul,,27-Jun,Yes,,,Starbucks,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,TRI,MSCU,25-001WW,MSC MELATILDE,327N,177UGLGLN31785A,185258626,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx2,2,40HCx2,2,27-Jun,1,2.25,2.25,,,,,,,13-Jul,,27-Jun,Yes,,,Triumph,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,TRI,MSCU,25-001WW,MSC MELATILDE,327N,177UGLGLN31781A,185258817,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx3,3,40HCx3,3,27-Jun,1,3.375,3.375,,,,,,,13-Jul,,27-Jun,Yes,,,Triumph,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,TRI,MSCU,25-001WW,MSC MELATILDE,327N,177UGLGLN31783A,185259482,Canceled by carrier,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,,45HCx1,1,,,,,1.265,,,,,,,,,,,No,,,Triumph,Ningbo,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,TRI,MSCU,25-001WW,MSC MELATILDE,327N,177UGLGLN31782A,185259667,Canceled by carrier,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,,45HCx1,1,,,,,1.265,,,,,,,,,,,No,,,Triumph,Ningbo,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,TRI,MSCU,25-001WW,MSC MELATILDE,327N,177UGLGLN31784A,185259887,Canceled by carrier,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,,45HCx1,1,,,,,1.265,,,,,,,,,,,No,,,Triumph,Ningbo,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,TRI,MSCU,25-001WW,MSC MELATILDE,327N,177UGLGLN31787A,185260028,Canceled by carrier,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,,45HCx1,1,,,,,1.265,,,,,,,,,,,No,,,Triumph,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,DEC,MAEU,90-0090,MSC MELATILDE,327N,292860049,185304516,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40GPx1,1,40GPx1,1,28-Jun,1,1,1,,,,,,,13-Jul,,28-Jun,Yes,,,Decathlon,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,STA,MSCU,25-001WW,MSC ISTANBUL,327N,177UGLGLN31794A,185312156,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx1,1,40HCx1,1,28-Jun,1,1.125,1.125,,,,,,,13-Jul,,28-Jun,Yes,,,Starbucks,Ningbo,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,STA,MSCU,25-001WW,MSC ISTANBUL,327N,177UGLGLN31795A,185312186,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40GPx2,2,40GPx2,2,28-Jun,1,2,2,,,,,,,13-Jul,,28-Jun,Yes,,,Starbucks,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,BBY,OOLU,PE2508,COSCO NETHERLANDS,058E,2141540830,185317154,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx1,1,40HCx1,1,28-Jun,1,1.125,1.125,,,,,,,13-Jul,28-Jul,28-Jun,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,HOD,MSCU,25-001WW,MSC ISTANBUL,327N,177UGLGLN31799A,185325419,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40GPx5,5,40GPx5,5,28-Jun,1,5,5,,,,,,,13-Jul,,28-Jun,Yes,,,Home Depot,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,DEC,MSCU,25-001WW,MSC ISTANBUL,327N,177UGLGLN31803A,185374870,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40HCx1,1,40HCx1,1,28-Jun,1,1.125,1.125,,,,,,,13-Jul,,28-Jun,Yes,,,Decathlon,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,COS,MAEU,90-0090,MSC ISTANBUL,327N,292860216,185377127,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40GPx2,2,40GPx2,2,29-Jun,1,2,2,,,,,,,13-Jul,,29-Jun,Yes,,,Costco,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,NIK,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV145399218392,185379571,Confirmed,N,CNNKG,CNNKG,USLAX,USLAX,CYP/CYP,13-Jul,13-Jul,40HCx6,6,40HCx6,6,28-Jun,1,6.75,6.75,,,,,,,13-Jul,,28-Jun,Yes,,,Nike,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,28,WAL,MAEU,90-0090,MSC ISTANBUL,327N,292860391,185584345,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,13-Jul,13-Jul,40GPx1,1,40GPx1,1,04-Jul,1,1,1,,,,,,,13-Jul,,04-Jul,Yes,,,Walmart,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,28,NEW,MSCU,25-970GA,MSC ISTANBUL,327N,TBD,185707608,Canceled by requestor,N,CNJMN,CNSHK,USLGB,USKCK,CYP/RR,13-Jul,,40GPx1,1,,,,,1,,,,,,,,,,,No,,,Newell Brands Distribution,S.China,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,29,HMH,MAEU,90-0080,,,291939763,185201974,Confirmed,N,CNNTG,CNNTG,DEHAM,DEHAM,CYP/CYP,14-Jul,14-Jul,40HCx1,1,40HCx1,1,27-Jun,2,1.125,1.125,,,,,,,14-Jul,23-Aug,27-Jun,Yes,,,H&M Home,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,29,DEC,COSU,SSM25008,COSCO AFRICA,080E,6359873200,185249809,Confirmed,N,CNXIG,CNXIG,USLGB,USLGB,CYP/CYP,14-Jul,14-Jul,40HCx1,1,40HCx1,1,26-Jun,1,1.125,1.125,,,,,,,14-Jul,02-Aug,26-Jun,Yes,,,Decathlon,Tianjin,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,29,DEC,EGLV,SC50089,COSCO AFRICA,080E,141300471852,185249855,Confirmed,N,CNTSN,CNTSN,USLGB,USLGB,CYP/CYP,14-Jul,14-Jul,40HCx1,1,40HCx1,1,26-Jun,1,1.125,1.125,,,,,,,14-Jul,02-Aug,26-Jun,Yes,,,Decathlon,Tianjin,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,29,COS,EGLV,D900070,EVER LUCENT,1073-059E,140357076245,185314413,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,14-Jul,14-Jul,40HCx1,1,40HCx1,1,04-Jul,1,1.125,1.125,,,,,,,14-Jul,01-Aug,04-Jul,Yes,,,Costco,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,29,WAL,MSCU,25-970GA,MAERSK ANTARES,328N,339IN2322944,185322376,Confirmed,N,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,14-Jul,14-Jul,40HCx1,1,40HCx1,1,28-Jun,1,1.125,1.125,,,,,,,14-Jul,,28-Jun,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,29,WAL,MSCU,25-970GA,MAERSK ANTARES,328N,339IN2322943,185322383,Confirmed,N,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,14-Jul,14-Jul,40HCx1,1,40HCx1,1,28-Jun,1,1.125,1.125,,,,,,,14-Jul,,28-Jun,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
